,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
857069,41,CASH_OUT,337771.44,C1212976113,0.0,0.0,C931284294,416378.27,1099719.4,0,0
6151498,546,CASH_OUT,90811.74,C1350722605,20386.0,0.0,C17482154,1229443.29,1320255.02,0,0
283694,15,CASH_OUT,267166.87,C944614850,49984.0,0.0,C1031639563,12765886.05,13033052.92,0,0
4954355,351,CASH_IN,53734.09,C2031615290,28459934.13,28513668.21,C1731694822,1763973.26,1710239.17,0,0
1765333,162,TRANSFER,167526.43,C1760277716,508671.23,341144.8,C1079141275,311909.01,479435.45,0,0
679373,36,CASH_OUT,106544.11,C555539586,106985.0,440.89,C1836083320,43987.37,150531.48,0,0
3019251,233,CASH_IN,280238.06,C1510381468,8021272.52,8301510.58,C364170496,1232895.12,952657.07,0,0
5812258,401,CASH_OUT,226473.92,C2139998232,0.0,0.0,C265359861,3391316.11,3617790.03,0,0
5421340,378,PAYMENT,29326.54,C1657101756,0.0,0.0,M1879700693,0.0,0.0,0,0
5685392,397,CASH_OUT,3739.33,C1143857391,1013.0,0.0,C16825556,200405.2,204144.53,0,0
1308011,136,CASH_OUT,67361.25,C314170730,0.0,0.0,C1528787128,4797490.11,4864851.36,0,0
2069971,181,PAYMENT,542.68,C1639307552,0.0,0.0,M775888686,0.0,0.0,0,0
5253401,371,PAYMENT,19273.56,C2027535492,263059.35,243785.79,M773879724,0.0,0.0,0,0
4764878,334,CASH_IN,41853.47,C810840185,9168450.93,9210304.4,C1977098356,645328.61,603475.14,0,0
4940354,350,PAYMENT,40.42,C1995105849,30486.0,30445.58,M2069723039,0.0,0.0,0,0
5060322,354,PAYMENT,18184.0,C1869413057,1132.0,0.0,M889631414,0.0,0.0,0,0
547135,21,PAYMENT,18418.93,C608866232,135812.0,117393.07,M299961696,0.0,0.0,0,0
1578632,155,CASH_OUT,255620.78,C102935116,280.0,0.0,C1688019098,0.0,255620.78,0,0
6325657,688,PAYMENT,181.45,C1410046915,0.0,0.0,M1933408447,0.0,0.0,0,0
3372196,254,CASH_IN,231703.5,C424419257,6110801.87,6342505.37,C2024262984,266461.32,34757.82,0,0
2316075,188,PAYMENT,488.42,C836404692,10764.0,10275.58,M1347745063,0.0,0.0,0,0
969714,44,PAYMENT,7709.97,C373943241,12854.93,5144.96,M1242386373,0.0,0.0,0,0
157046,12,CASH_OUT,77631.73,C2125810322,0.0,0.0,C664038638,1698640.4,2039256.72,0,0
1557791,154,TRANSFER,2080918.57,C464996895,0.0,0.0,C1847605520,8717638.27,10798556.83,0,0
5787105,401,CASH_OUT,188028.63,C2052859960,0.0,0.0,C1718839659,3496820.65,3684849.28,0,0
3874174,283,CASH_OUT,289504.94,C1642934953,0.0,0.0,C979151015,379935.58,669440.52,0,0
2748738,212,PAYMENT,3421.08,C1514564811,102087.0,98665.92,M1859957262,0.0,0.0,0,0
5213470,370,PAYMENT,5110.14,C608893926,0.0,0.0,M830795974,0.0,0.0,0,0
2403714,202,PAYMENT,717.81,C1053884687,0.0,0.0,M331317074,0.0,0.0,0,0
57519,9,TRANSFER,949395.53,C723844135,0.0,0.0,C41481250,6507459.02,7680954.46,0,0
2967399,231,TRANSFER,921490.2,C41673703,0.0,0.0,C845799020,25392891.14,26314381.34,0,0
109400,11,PAYMENT,1199.58,C522357861,290144.41,288944.83,M1551783856,0.0,0.0,0,0
4760250,334,PAYMENT,5298.43,C1643219471,3089.0,0.0,M1446789189,0.0,0.0,0,0
839299,41,CASH_OUT,59579.19,C1147150041,210324.6,150745.42,C477471459,15481.71,75060.89,0,0
2249108,187,CASH_OUT,134247.72,C839780080,0.0,0.0,C525207860,1257824.74,1392072.47,0,0
3991316,298,CASH_OUT,238559.86,C1355028940,0.0,0.0,C582084840,2211674.81,2450234.66,0,0
2567971,206,TRANSFER,105752.53,C811996466,3635.0,0.0,C542420524,44620.34,150372.88,0,0
4945931,351,PAYMENT,1829.32,C862109685,0.0,0.0,M1125467634,0.0,0.0,0,0
3120176,236,PAYMENT,8555.13,C1131742037,38740.77,30185.65,M177958231,0.0,0.0,0,0
5959875,406,CASH_IN,296302.65,C776137240,2558790.62,2855093.27,C734552940,629865.72,333563.07,0,0
5180084,359,DEBIT,349.57,C396395343,185677.0,185327.43,C148279554,1961782.89,1962132.46,0,0
861590,42,CASH_OUT,286247.53,C648399275,193514.0,0.0,C1963017398,0.0,286247.53,0,0
3832506,282,CASH_IN,137692.52,C1170152667,5151080.96,5288773.48,C2064647604,417812.5,280119.98,0,0
3443033,257,CASH_OUT,119012.27,C2083846728,0.0,0.0,C943861349,490418.14,609430.41,0,0
4435605,323,PAYMENT,26760.49,C690441539,174396.98,147636.5,M477721936,0.0,0.0,0,0
3104466,235,CASH_OUT,143044.18,C659964754,0.0,0.0,C71534844,6849874.08,6992918.26,0,0
1643303,157,CASH_OUT,107331.18,C2010923788,64902.65,0.0,C1764104633,265073.92,372405.1,0,0
602058,34,CASH_IN,39615.24,C1956820686,67588.0,107203.24,C1983352748,102689.37,63074.13,0,0
1894966,165,DEBIT,946.59,C1377644012,90113.0,89166.41,C1639794037,440752.74,441699.33,0,0
5739252,399,TRANSFER,1903641.56,C811182655,134.0,0.0,C702700820,10192232.85,12095874.41,0,0
1196030,132,CASH_IN,84821.49,C265976443,8137673.51,8222495.0,C1791119622,645257.3,560435.81,0,0
3400431,255,PAYMENT,10296.54,C1882150313,10200.0,0.0,M797661053,0.0,0.0,0,0
3498448,259,PAYMENT,975.3,C1067266051,145009.92,144034.62,M1366054145,0.0,0.0,0,0
1082990,129,PAYMENT,9996.58,C1995081378,32336.0,22339.42,M2088641127,0.0,0.0,0,0
4935950,350,CASH_OUT,373646.67,C903830748,591153.09,217506.42,C1364837562,0.0,373646.67,0,0
685247,36,CASH_IN,285450.35,C837048552,21586.0,307036.35,C1925217989,99366.0,0.0,0,0
2482434,204,CASH_OUT,363111.35,C1535298756,0.0,0.0,C1485360262,7764873.96,8127985.31,0,0
3243240,250,CASH_IN,4324.18,C451163268,6286817.56,6291141.75,C1126560574,94633.12,90308.93,0,0
3011904,232,CASH_OUT,315141.46,C791420999,5452.0,0.0,C350642386,292364.63,607506.09,0,0
4517939,325,PAYMENT,8397.21,C1453680199,20946.0,12548.79,M2030961045,0.0,0.0,0,0
4755436,333,CASH_OUT,78693.5,C601483768,0.0,0.0,C1222726046,123144.15,201837.65,0,0
1753876,161,CASH_OUT,11554.01,C1095460591,23077.0,11522.99,C601681584,105436.37,116990.38,0,0
4668275,330,CASH_OUT,332573.02,C295104738,0.0,0.0,C455436884,7236187.17,7568760.19,0,0
643085,35,PAYMENT,6032.34,C567992821,8032.0,1999.66,M512743376,0.0,0.0,0,0
1848478,163,CASH_IN,145148.6,C397297580,3694669.01,3839817.61,C688641407,1349559.75,1204411.15,0,0
1139026,131,PAYMENT,36513.08,C680638060,42375.19,5862.11,M2040920515,0.0,0.0,0,0
5747709,399,CASH_OUT,330234.41,C1941661100,20830.0,0.0,C33831222,2463366.27,2793600.69,0,0
490663,19,PAYMENT,4650.1,C932796832,30253.0,25602.9,M927759733,0.0,0.0,0,0
5491769,380,CASH_OUT,145631.37,C1259857133,32060.0,0.0,C1252944224,425518.01,571149.39,0,0
4441158,323,CASH_OUT,178291.49,C2067074902,0.0,0.0,C149934535,1669357.62,1847649.12,0,0
4644604,330,CASH_OUT,37131.42,C31615512,15730.0,0.0,C1247892298,5609941.33,5647072.75,0,0
1003969,46,CASH_OUT,110619.03,C1087971659,0.0,0.0,C1702455561,680225.54,790844.58,0,0
5312934,373,CASH_IN,184485.06,C1671413403,54498.0,238983.06,C779155207,0.0,0.0,0,0
2438789,203,CASH_IN,74692.15,C109019311,0.0,74692.15,C114978390,782207.35,707515.19,0,0
3723582,278,PAYMENT,20394.27,C1706182031,0.0,0.0,M572594669,0.0,0.0,0,0
2376350,192,CASH_IN,121441.37,C29227527,8480547.45,8601988.82,C185252991,1059067.63,937626.26,0,0
3946066,286,CASH_IN,207136.99,C19355532,6017438.16,6224575.15,C589737196,325351.48,118214.49,0,0
5534147,381,CASH_OUT,143347.87,C497339409,14124.8,0.0,C838067560,2232665.64,2376013.5,0,0
1119959,130,CASH_OUT,53487.32,C1252650554,0.0,0.0,C578667421,310758.54,364245.86,0,0
4857285,348,CASH_OUT,407693.83,C1335091494,39761.0,0.0,C459893273,2051235.82,2458929.65,0,0
3061723,234,DEBIT,970.83,C1179421778,11163.0,10192.17,C594432632,1174336.87,1175307.7,0,0
105765,10,PAYMENT,5235.14,C1800728298,0.0,0.0,M1906645234,0.0,0.0,0,0
2040066,181,CASH_OUT,257630.31,C578223569,0.0,0.0,C382804568,1057345.1,1314975.41,0,0
5544767,382,CASH_OUT,304824.61,C354666547,1881.93,0.0,C2042285913,7721004.31,8025828.91,0,0
5120915,356,PAYMENT,616.86,C974911783,0.0,0.0,M305632994,0.0,0.0,0,0
2494617,204,PAYMENT,5645.57,C867079878,0.0,0.0,M1532377609,0.0,0.0,0,0
2989055,231,CASH_OUT,357512.8,C2051277471,0.0,0.0,C512071838,1087300.88,1444813.68,0,0
2152279,184,PAYMENT,710.9,C1663888713,0.0,0.0,M936687664,0.0,0.0,0,0
4823551,346,CASH_OUT,231839.66,C848587317,25657.0,0.0,C144045979,2386971.42,2618811.08,0,0
5171109,358,PAYMENT,21017.6,C23670155,119.0,0.0,M1926136355,0.0,0.0,0,0
3884038,283,TRANSFER,67198.94,C1464104665,0.0,0.0,C705867026,225219.22,292418.16,0,0
5008293,353,PAYMENT,9686.29,C224171095,0.0,0.0,M200328882,0.0,0.0,0,0
2864365,227,CASH_OUT,284109.83,C2045111703,11167.0,0.0,C1332451272,1981287.02,2265396.85,0,0
4856665,348,PAYMENT,24601.63,C1475424149,429735.71,405134.08,M466091210,0.0,0.0,0,0
3970048,297,CASH_IN,102751.27,C131589099,13092.0,115843.27,C511644518,322515.04,219763.78,0,0
2683990,210,CASH_IN,202589.16,C814221991,20006.0,222595.16,C368669329,7304614.63,7102025.46,0,0
1354959,137,CASH_IN,57395.4,C1383578918,557.0,57952.4,C2078617697,104755.36,122131.58,0,0
1391013,139,CASH_OUT,351198.05,C256272003,0.0,0.0,C1014133398,2109101.0,2460299.06,0,0
131779,11,CASH_OUT,243187.78,C1807007869,0.0,0.0,C181168745,475153.76,455600.96,0,0
1362496,138,TRANSFER,795933.96,C304234692,0.0,0.0,C1607998252,11114391.9,11563020.04,0,0
1971685,178,CASH_OUT,43885.85,C1284226519,0.0,0.0,C1375472517,222321.66,266207.51,0,0
4722884,332,PAYMENT,7590.65,C610267536,13974.0,6383.35,M1022960406,0.0,0.0,0,0
4046999,300,CASH_OUT,196685.28,C1231911463,14841.0,0.0,C1226239625,506811.75,703497.03,0,0
602830,34,CASH_IN,37759.82,C1480292686,100200.0,137959.82,C114712023,2492850.45,2455090.64,0,0
2042173,181,CASH_IN,195507.3,C436163921,81769.0,277276.3,C315208959,136198.56,0.0,0,0
4312878,308,CASH_OUT,70801.87,C484240718,27383.0,0.0,C1258013313,0.0,70801.87,0,0
5605649,394,PAYMENT,23964.64,C2058603351,371880.27,347915.63,M2087758352,0.0,0.0,0,0
4906739,349,PAYMENT,1618.68,C1934010176,31541.0,29922.32,M3347631,0.0,0.0,0,0
5034128,354,CASH_IN,522585.08,C1890154868,1194696.72,1717281.79,C1251588802,867253.82,344668.74,0,0
3411902,256,PAYMENT,1455.48,C1569826259,39240.0,37784.52,M243789350,0.0,0.0,0,0
5685281,397,CASH_IN,195604.41,C917929874,30485.0,226089.41,C1838564160,1408784.04,1213179.62,0,0
2977497,231,PAYMENT,27103.83,C1494414505,28739.0,1635.17,M41035794,0.0,0.0,0,0
2854406,227,CASH_IN,202371.96,C1113644423,4760437.26,4962809.22,C975607513,253280.97,50909.01,0,0
448041,19,TRANSFER,165237.14,C282817828,141486.46,0.0,C1979722084,415567.86,580805.0,0,0
2321650,188,CASH_IN,378803.77,C1768933413,3730848.18,4109651.95,C1822052148,633606.85,254803.09,0,0
587519,33,CASH_OUT,257565.9,C1856319440,100541.0,0.0,C534330359,57309.95,314875.85,0,0
3451534,257,PAYMENT,37470.61,C166448320,171889.89,134419.28,M1193216981,0.0,0.0,0,0
3855380,283,CASH_OUT,142008.41,C1069909040,0.0,0.0,C683665633,204357.53,346365.94,0,0
3036294,234,CASH_IN,196867.0,C276084080,5253975.86,5450842.85,C1716765142,429779.33,232912.33,0,0
3583358,261,PAYMENT,7102.78,C2056084563,111845.0,104742.22,M457932914,0.0,0.0,0,0
3811031,281,TRANSFER,125155.02,C1896229906,0.0,0.0,C939008073,1991773.98,2116929.0,0,0
1355108,137,CASH_OUT,235967.02,C953052124,10151.0,0.0,C1332901006,2137543.77,2373510.79,0,0
4816338,346,CASH_IN,35251.35,C593544827,335629.78,370881.13,C1352678420,527383.94,492132.59,0,0
1649679,158,PAYMENT,5157.96,C665878207,10833.0,5675.04,M829295054,0.0,0.0,0,0
1269045,135,PAYMENT,14722.25,C991427655,0.0,0.0,M673166069,0.0,0.0,0,0
1100558,130,PAYMENT,129.64,C1914005504,0.0,0.0,M504058108,0.0,0.0,0,0
5891478,403,CASH_IN,207052.21,C1001620744,12780609.3,12987661.51,C274774724,338309.06,131256.85,0,0
1748264,161,PAYMENT,3467.08,C331304996,63517.0,60049.92,M204316985,0.0,0.0,0,0
4391719,321,PAYMENT,11252.06,C1068329140,8087.0,0.0,M1786284715,0.0,0.0,0,0
6109051,525,PAYMENT,10478.35,C1118981527,24647.0,14168.65,M1045659217,0.0,0.0,0,0
12909,7,PAYMENT,9810.55,C197670501,0.0,0.0,M2078761279,0.0,0.0,0,0
2865402,227,PAYMENT,14553.18,C1732893785,11299.0,0.0,M1074556584,0.0,0.0,0,0
2612311,208,CASH_IN,58014.06,C1016236000,220.0,58234.06,C250911860,0.0,0.0,0,0
1963021,178,CASH_IN,175987.38,C214051215,1863830.43,2039817.81,C323110176,136197.71,0.0,0,0
239988,14,PAYMENT,8482.75,C1119014338,10314.0,1831.25,M2116964101,0.0,0.0,0,0
1116209,130,TRANSFER,821086.99,C726293880,0.0,0.0,C805710027,823968.87,1645055.86,0,0
4315580,308,CASH_IN,353781.43,C1649631255,4749548.57,5103330.0,C86118356,1944520.11,1590738.68,0,0
3159873,237,PAYMENT,23052.53,C66621262,202687.0,179634.47,M583965552,0.0,0.0,0,0
4805004,346,CASH_OUT,223537.13,C118034990,121384.0,0.0,C548071520,455369.07,678906.2,0,0
6222292,590,TRANSFER,641498.15,C16120785,0.0,0.0,C1609602730,1054673.61,1696171.76,0,0
4087786,301,CASH_OUT,303684.64,C36599810,541818.38,238133.74,C957873178,675314.82,978999.46,0,0
5003513,353,CASH_IN,61512.13,C743042572,2222.0,63734.13,C2133519144,94529.46,33017.32,0,0
2460187,203,CASH_IN,397921.45,C1583528067,6341538.08,6739459.53,C1356359366,7799094.61,7401173.16,0,0
522378,20,PAYMENT,12559.7,C365677076,123599.0,111039.3,M1190998516,0.0,0.0,0,0
2340257,189,CASH_OUT,88622.5,C2053994090,36654.0,0.0,C2113423123,0.0,88622.5,0,0
2843668,226,CASH_OUT,444736.31,C1658804729,0.0,0.0,C87528200,936731.55,1381467.86,0,0
3422316,256,CASH_IN,164570.95,C303417547,1561.0,166131.95,C1450445039,157841.59,0.0,0,0
5386391,376,CASH_OUT,66512.34,C115817525,1243.0,0.0,C1021721985,0.0,66512.34,0,0
1217608,133,PAYMENT,13951.59,C2067213369,282421.83,268470.24,M1172550150,0.0,0.0,0,0
681103,36,PAYMENT,19121.93,C1889065707,20787.0,1665.07,M909363154,0.0,0.0,0,0
4310468,308,CASH_OUT,321167.81,C374282228,1529.0,0.0,C456220569,0.0,321167.81,0,0
3399712,255,PAYMENT,1481.42,C348593766,464643.21,463161.79,M371266041,0.0,0.0,0,0
2924455,229,TRANSFER,1973578.86,C593763138,139124.0,0.0,C1174978141,0.0,1973578.86,0,0
4831257,347,CASH_IN,11865.17,C1596521141,2255623.29,2267488.46,C1705078596,511935.06,500069.89,0,0
2204078,185,CASH_IN,142905.06,C610402710,2163392.22,2306297.27,C746124782,267953.71,125048.65,0,0
575959,26,PAYMENT,3124.89,C1646361691,28083.29,24958.4,M994288144,0.0,0.0,0,0
106785,10,CASH_OUT,83280.05,C1407410217,0.0,0.0,C517284908,2340946.94,2424226.99,0,0
382277,17,CASH_IN,293931.75,C1509819927,109.0,294040.75,C1930280136,0.0,0.0,0,0
3543079,260,CASH_OUT,162666.72,C296509583,0.0,0.0,C1303645862,1198958.74,1361625.46,0,0
3833741,282,CASH_OUT,11067.33,C2069716695,335628.6,324561.27,C1182908952,110205.96,121273.29,0,0
683556,36,CASH_OUT,133829.94,C1048033112,0.0,0.0,C586396179,139952.15,447135.68,0,0
3590188,262,PAYMENT,6652.26,C1681816877,29198.0,22545.74,M1861495177,0.0,0.0,0,0
5520411,380,CASH_IN,283995.14,C1400757284,19818877.99,20102873.13,C1315239246,796410.98,512415.83,0,0
4444618,323,CASH_OUT,15040.15,C2133816754,0.0,0.0,C638457779,147710.98,162751.13,0,0
920961,43,CASH_OUT,321125.43,C818640733,0.0,0.0,C638637245,1134162.5,1455287.93,0,0
5401243,377,PAYMENT,9816.05,C504739018,0.0,0.0,M1508794794,0.0,0.0,0,0
1795961,162,CASH_OUT,193339.3,C171358109,52532.0,0.0,C518868034,1158800.88,1352140.18,0,0
4695452,331,PAYMENT,2322.77,C851462428,55112.0,52789.23,M859265394,0.0,0.0,0,0
6213321,588,PAYMENT,3796.49,C2137824665,3035.0,0.0,M1123179224,0.0,0.0,0,0
1253337,134,CASH_IN,456545.25,C1732058924,108758.0,565303.25,C1351513579,1248526.66,791981.4,0,0
1423022,139,CASH_OUT,37350.92,C1843232123,0.0,0.0,C2105806602,226904.75,264255.67,0,0
5175201,359,TRANSFER,185951.82,C1941601739,403933.0,217981.18,C892271971,199153.91,385105.72,0,0
1084170,129,PAYMENT,9914.17,C1783436652,11211.0,1296.83,M1919379357,0.0,0.0,0,0
5513864,380,PAYMENT,1676.59,C227145185,0.0,0.0,M1706775597,0.0,0.0,0,0
5326506,374,CASH_IN,326009.75,C1003995606,4146103.16,4472112.91,C308691694,631582.86,305573.11,0,0
5944427,405,PAYMENT,667.66,C549427553,51616.0,50948.34,M1685411796,0.0,0.0,0,0
5475699,379,CASH_OUT,13777.56,C219733161,0.0,0.0,C536133493,1929358.22,1943135.78,0,0
4008760,298,CASH_OUT,102636.27,C2118184887,0.0,0.0,C413233576,725298.6,827934.87,0,0
538514,21,CASH_IN,96955.94,C410290908,154139.01,251094.95,C357926028,326919.29,229963.35,0,0
1137989,131,PAYMENT,15438.19,C2064591613,0.0,0.0,M2077578754,0.0,0.0,0,0
3445261,257,PAYMENT,7167.89,C420486522,15806.0,8638.11,M743517657,0.0,0.0,0,0
5240908,371,PAYMENT,17814.38,C1211669686,5189.0,0.0,M697112139,0.0,0.0,0,0
5162747,358,CASH_OUT,50531.32,C1682521250,10949.0,0.0,C580823652,0.0,50531.32,0,0
2807342,225,PAYMENT,10740.12,C960273642,0.0,0.0,M1056014131,0.0,0.0,0,0
4153198,303,TRANSFER,4268499.51,C1097929256,4135.15,0.0,C1397213809,10818784.05,15087283.57,0,0
684491,36,TRANSFER,52682.58,C1249749474,556973.64,504291.06,C229726969,354746.35,786403.96,0,0
4887571,349,CASH_OUT,289717.02,C1091512957,58984.17,0.0,C1229841431,376529.02,666246.05,0,0
2023071,180,CASH_IN,317727.33,C476030148,21349.0,339076.33,C132827903,2418061.57,2100334.24,0,0
2401817,202,CASH_OUT,97877.78,C1158512428,0.0,0.0,C2075787544,1832283.99,1930161.77,0,0
352655,17,PAYMENT,16040.41,C816352128,5502.0,0.0,M1556583279,0.0,0.0,0,0
1270153,135,CASH_OUT,543967.53,C1251838873,345989.0,0.0,C844899092,72878.5,616846.03,0,0
5275787,372,PAYMENT,9411.37,C1337634657,22142.0,12730.63,M1107248288,0.0,0.0,0,0
5297664,373,PAYMENT,21215.18,C482101302,0.0,0.0,M1835649401,0.0,0.0,0,0
3080595,235,PAYMENT,7390.66,C1645304569,120851.59,113460.94,M840170051,0.0,0.0,0,0
4973560,352,CASH_OUT,198896.33,C1099320064,98922.17,0.0,C1083245337,1500358.34,1699254.67,0,0
559323,22,TRANSFER,286382.86,C1225104661,0.0,0.0,C1601761975,294157.96,580540.83,0,0
5642932,396,PAYMENT,37579.24,C2054057116,126560.0,88980.76,M1170568788,0.0,0.0,0,0
290865,15,TRANSFER,546759.23,C1252421305,0.0,0.0,C909295153,17516247.46,18063006.69,0,0
543772,21,CASH_IN,325382.02,C2132857303,2411.0,327793.02,C703255933,0.0,0.0,0,0
5732961,399,CASH_OUT,116578.5,C1339885074,59759.0,0.0,C1540643606,77601.96,194180.45,0,0
1888626,164,PAYMENT,14326.26,C1337952541,0.0,0.0,M1578122265,0.0,0.0,0,0
4229103,306,CASH_IN,138628.41,C131595640,10811611.93,10950240.34,C1340228779,961345.59,822717.18,0,0
5421219,378,CASH_OUT,82696.58,C1845151204,0.0,0.0,C783456157,5028589.94,5111286.52,0,0
4332781,308,CASH_IN,163878.79,C2100323696,878818.08,1042696.86,C2080178799,6543986.15,6380107.37,0,0
5981599,408,PAYMENT,3511.37,C448268355,14892.0,11380.63,M720815881,0.0,0.0,0,0
1883847,164,CASH_OUT,73860.41,C674664891,21160.0,0.0,C1548833119,5855871.29,5929731.71,0,0
364140,17,PAYMENT,8386.14,C141769419,18276.96,9890.82,M1957830827,0.0,0.0,0,0
1441101,140,TRANSFER,10467.06,C437963713,0.0,0.0,C627363214,1121296.53,1131763.59,0,0
3928033,285,CASH_OUT,276686.23,C571974085,0.0,0.0,C1438610960,279060.84,555747.07,0,0
5478701,379,CASH_OUT,42225.55,C1267355920,30187.0,0.0,C79601167,110274.1,152499.65,0,0
3891082,284,PAYMENT,52213.43,C1986944564,0.0,0.0,M1111476560,0.0,0.0,0,0
592855,33,PAYMENT,750.32,C2044537161,15.0,0.0,M2035961138,0.0,0.0,0,0
1575898,155,CASH_OUT,203041.42,C1313605381,26420.0,0.0,C237090258,35052.0,0.0,0,0
3099555,235,PAYMENT,7378.01,C922574174,0.0,0.0,M169094966,0.0,0.0,0,0
2149015,184,PAYMENT,11712.15,C1979986411,0.0,0.0,M845232021,0.0,0.0,0,0
5928265,404,CASH_IN,122385.04,C874309416,51158.0,173543.04,C355645367,119748.04,0.0,0,0
4263257,306,CASH_OUT,232809.14,C1018963037,103353.0,0.0,C1810213685,0.0,232809.14,0,0
4084975,301,PAYMENT,15149.16,C1272200409,34868.0,19718.84,M243832005,0.0,0.0,0,0
1265753,135,PAYMENT,4253.74,C1571265592,0.0,0.0,M1971127717,0.0,0.0,0,0
2367144,191,PAYMENT,3570.45,C1025180608,2082.0,0.0,M392268514,0.0,0.0,0,0
280016,15,CASH_OUT,132204.74,C1462619542,0.0,0.0,C1499528600,2262057.34,2422653.7,0,0
3653881,275,CASH_IN,3227.13,C983310773,594.0,3821.13,C498346235,0.0,0.0,0,0
3038906,234,CASH_OUT,142200.63,C1679245315,121104.0,0.0,C355008735,0.0,142200.63,0,0
386850,17,CASH_OUT,244780.66,C552450027,0.0,0.0,C1755613225,868069.64,1112850.3,0,0
6028578,471,PAYMENT,12557.33,C1672689832,0.0,0.0,M570107460,0.0,0.0,0,0
574973,25,PAYMENT,8350.58,C630798147,20800.94,12450.36,M1346745313,0.0,0.0,0,0
5163337,358,PAYMENT,20888.22,C660817704,38135.0,17246.78,M1171772104,0.0,0.0,0,0
347756,16,CASH_IN,3591.24,C1537303147,0.0,3591.24,C792297177,0.0,0.0,0,0
2127006,183,TRANSFER,436175.52,C531970445,0.0,0.0,C440161472,548242.55,984418.07,0,0
1635162,157,TRANSFER,9172.27,C414601366,78717.0,69544.73,C1249997361,2934215.96,2943388.23,0,0
2802361,225,PAYMENT,3726.06,C1021686750,20644.0,16917.94,M1749112576,0.0,0.0,0,0
4498767,325,CASH_OUT,353853.36,C159754335,347913.0,0.0,C969603173,203620.99,557474.36,0,0
1120762,130,PAYMENT,1777.86,C432051275,72503.0,70725.14,M1147141789,0.0,0.0,0,0
3505176,259,PAYMENT,18639.03,C1563624857,7022.0,0.0,M1743562142,0.0,0.0,0,0
6078079,518,CASH_OUT,100501.21,C1495961755,0.0,0.0,C136409520,1161437.36,1261938.57,0,0
5124803,356,PAYMENT,5144.91,C975794944,10271.0,5126.09,M760548914,0.0,0.0,0,0
3448298,257,CASH_IN,99676.77,C1497818199,14963468.0,15063144.78,C813959232,859442.78,759766.01,0,0
4306628,307,PAYMENT,4425.09,C380426886,7248.76,2823.67,M1315522726,0.0,0.0,0,0
304167,15,PAYMENT,14015.06,C755692771,0.0,0.0,M418997451,0.0,0.0,0,0
566556,23,TRANSFER,205020.7,C503662842,17061.91,0.0,C1419857464,870288.96,1075309.66,0,0
490123,19,TRANSFER,631990.95,C769361735,0.0,0.0,C439950871,5308200.62,5940191.57,0,0
4670512,331,PAYMENT,9985.01,C414719910,485221.62,475236.62,M235530713,0.0,0.0,0,0
3068088,235,PAYMENT,14662.15,C448438718,0.0,0.0,M1273940765,0.0,0.0,0,0
287074,15,PAYMENT,16208.43,C1224908267,0.0,0.0,M1918171780,0.0,0.0,0,0
3046620,234,CASH_OUT,71156.13,C1009356711,0.0,0.0,C290598253,5248664.62,5319820.76,0,0
750663,38,CASH_OUT,297223.59,C503935378,0.0,0.0,C1037932098,1056976.86,1354200.45,0,0
653666,35,PAYMENT,20321.5,C100675450,972306.0,951984.5,M1670395533,0.0,0.0,0,0
6272150,621,PAYMENT,30827.48,C1888349390,0.0,0.0,M1609778840,0.0,0.0,0,0
47866,9,CASH_OUT,10293.14,C98651683,10073.0,0.0,C1567520676,601438.3,1010401.53,0,0
3002028,232,PAYMENT,22958.86,C632091675,0.0,0.0,M1084990849,0.0,0.0,0,0
4563377,327,CASH_IN,97080.96,C1499728028,11275139.59,11372220.56,C1611522321,5099928.87,5002847.9,0,0
70027,9,CASH_OUT,87510.71,C2141653108,434367.0,346856.29,C1234105592,260393.01,644879.7,0,0
5603083,394,CASH_OUT,198351.31,C1461786669,0.0,0.0,C1911241296,4050419.14,4248770.45,0,0
3233563,250,CASH_IN,168485.8,C2032851017,11877302.86,12045788.65,C1538626836,2141981.63,1973495.83,0,0
3958101,288,PAYMENT,42682.19,C1269077007,88.76,0.0,M414063691,0.0,0.0,0,0
3839703,282,CASH_OUT,32573.36,C1584818825,252.0,0.0,C459659374,0.0,32573.36,0,0
520613,20,PAYMENT,17832.11,C521375485,30304.0,12471.89,M1921757665,0.0,0.0,0,0
372873,17,CASH_IN,394814.86,C1092199056,5073948.01,5468762.87,C2034159951,474257.87,79443.01,0,0
5913007,404,CASH_OUT,15643.02,C1281343456,0.0,0.0,C1811016897,132584.2,148227.22,0,0
2906284,228,PAYMENT,3735.53,C1257604056,0.0,0.0,M1214153040,0.0,0.0,0,0
825679,41,CASH_OUT,192039.83,C1352439532,0.0,0.0,C54214641,704546.47,896586.3,0,0
4289318,307,CASH_IN,290278.66,C1208681429,1530481.34,1820759.99,C1698202779,1345669.29,1055390.63,0,0
2984917,231,PAYMENT,21027.43,C32902650,976020.0,954992.57,M152911178,0.0,0.0,0,0
1521259,153,CASH_IN,94371.58,C1188927274,105646.0,200017.58,C530805268,38151.02,0.0,0,0
5790755,401,TRANSFER,856998.37,C624892395,0.0,0.0,C479778696,11474590.81,12331589.18,0,0
3375835,254,CASH_IN,58551.62,C1858634909,30264.0,88815.62,C867884244,0.0,0.0,0,0
5249470,371,PAYMENT,5949.09,C1299355386,0.0,0.0,M523699602,0.0,0.0,0,0
